epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,125.494,1.8867,2.50899,1.72024,0.41904,0.38838,0.32925,0.13745,2.05285,2.38314,1.93507,0.000665556,0.000665556,0.000665556
2,243.561,1.93718,2.14275,1.79318,0.5313,0.42094,0.41443,0.17638,2.0074,2.11413,1.9325,0.00130584,0.00130584,0.00130584
3,359.278,1.93335,2.06187,1.81186,0.57717,0.43022,0.44895,0.20917,1.93762,1.97624,1.9077,0.00191973,0.00191973,0.00191973
4,474.977,1.91152,1.98442,1.78588,0.47926,0.46154,0.44284,0.20638,1.99077,2.13771,1.92786,0.0018812,0.0018812,0.0018812
5,589.676,1.85792,1.91015,1.74375,0.60735,0.48255,0.48423,0.23492,1.88329,1.85026,1.82783,0.0018416,0.0018416,0.0018416
6,705.236,1.83646,1.84789,1.72226,0.55749,0.51816,0.53128,0.25596,1.92976,1.8136,1.84991,0.001802,0.001802,0.001802
7,820.842,1.79491,1.74963,1.69768,0.59839,0.46154,0.50024,0.23929,1.90643,1.83338,1.82382,0.0017624,0.0017624,0.0017624
8,936.091,1.78002,1.7194,1.69906,0.65478,0.53632,0.58496,0.29065,1.85301,1.65936,1.8058,0.0017228,0.0017228,0.0017228
9,1052.03,1.76798,1.70616,1.67623,0.62675,0.49679,0.55179,0.27848,1.86775,1.70472,1.78498,0.0016832,0.0016832,0.0016832
10,1167.52,1.73373,1.61868,1.63882,0.64761,0.49871,0.53388,0.26809,1.87108,1.7312,1.81967,0.0016436,0.0016436,0.0016436
11,1282.85,1.74098,1.65554,1.66181,0.56876,0.55769,0.54587,0.28095,1.78156,1.65045,1.72587,0.001604,0.001604,0.001604
12,1398.5,1.69584,1.59181,1.63956,0.67259,0.50039,0.5702,0.29944,1.78651,1.60536,1.76626,0.0015644,0.0015644,0.0015644
13,1512.73,1.70184,1.59961,1.63895,0.66752,0.56197,0.60564,0.32075,1.71907,1.57235,1.69991,0.0015248,0.0015248,0.0015248
14,1628.38,1.67777,1.5718,1.61623,0.67097,0.56731,0.61742,0.31404,1.78141,1.52857,1.73592,0.0014852,0.0014852,0.0014852
15,1744.21,1.65196,1.52233,1.60242,0.62933,0.55556,0.59445,0.30816,1.79429,1.58464,1.74281,0.0014456,0.0014456,0.0014456
16,1859.23,1.67617,1.52701,1.60722,0.67218,0.57585,0.60808,0.32529,1.75444,1.55061,1.72111,0.001406,0.001406,0.001406
17,1974.53,1.66133,1.53651,1.59875,0.63282,0.54274,0.57983,0.30267,1.7634,1.62358,1.73765,0.0013664,0.0013664,0.0013664
18,2090.61,1.64911,1.48073,1.58873,0.67247,0.56731,0.6354,0.33961,1.74453,1.45822,1.71796,0.0013268,0.0013268,0.0013268
19,2206.17,1.62856,1.49475,1.58314,0.64803,0.58013,0.62838,0.34587,1.70837,1.46048,1.69049,0.0012872,0.0012872,0.0012872
20,2322.27,1.62126,1.44767,1.57894,0.69666,0.59081,0.64819,0.34971,1.69137,1.43929,1.66154,0.0012476,0.0012476,0.0012476
21,2438.09,1.58312,1.42257,1.56756,0.72501,0.58025,0.65639,0.36163,1.69745,1.45405,1.68665,0.001208,0.001208,0.001208
22,2553.38,1.58631,1.40855,1.55535,0.67998,0.61519,0.6699,0.36626,1.67595,1.40413,1.65479,0.0011684,0.0011684,0.0011684
23,2667.52,1.58104,1.38937,1.54248,0.72725,0.59295,0.66255,0.36019,1.68494,1.40856,1.65342,0.0011288,0.0011288,0.0011288
24,2782.21,1.57053,1.36532,1.5347,0.71843,0.60897,0.67642,0.36673,1.69644,1.34495,1.65381,0.0010892,0.0010892,0.0010892
25,2897.51,1.56629,1.35795,1.54998,0.67661,0.63889,0.68344,0.3763,1.65234,1.29878,1.6395,0.0010496,0.0010496,0.0010496
26,3012.4,1.53415,1.31272,1.51783,0.72941,0.6595,0.70269,0.39489,1.64335,1.25781,1.64158,0.00101,0.00101,0.00101
27,3127.29,1.53053,1.29728,1.50993,0.74232,0.63462,0.7102,0.39939,1.6282,1.29783,1.63014,0.0009704,0.0009704,0.0009704
28,3242.77,1.51046,1.28864,1.50369,0.73999,0.63568,0.71502,0.40318,1.60444,1.28102,1.60748,0.0009308,0.0009308,0.0009308
29,3359.37,1.50117,1.25163,1.49503,0.75406,0.62894,0.71883,0.40599,1.61862,1.27074,1.62524,0.0008912,0.0008912,0.0008912
30,3475.45,1.51409,1.2777,1.51886,0.76982,0.64957,0.73132,0.40632,1.62443,1.24946,1.62158,0.0008516,0.0008516,0.0008516
31,3593.29,1.47091,1.2359,1.47027,0.74662,0.63568,0.71305,0.40978,1.57971,1.23966,1.58438,0.000812,0.000812,0.000812
32,3715.37,1.46915,1.21806,1.46451,0.76528,0.65598,0.73507,0.40952,1.59368,1.21611,1.59095,0.0007724,0.0007724,0.0007724
33,3831.52,1.44924,1.2136,1.4625,0.75503,0.67521,0.74031,0.42766,1.59642,1.17861,1.57939,0.0007328,0.0007328,0.0007328
34,3947.06,1.46181,1.20327,1.46083,0.72878,0.67949,0.73305,0.42329,1.58557,1.20039,1.57418,0.0006932,0.0006932,0.0006932
35,4061.95,1.44996,1.18513,1.45168,0.7563,0.67415,0.74641,0.43127,1.57339,1.17508,1.56809,0.0006536,0.0006536,0.0006536
36,4178.88,1.44024,1.15777,1.44695,0.77965,0.67094,0.75244,0.43063,1.58684,1.16128,1.57091,0.000614,0.000614,0.000614
37,4294.02,1.41232,1.14088,1.42225,0.7685,0.67735,0.75339,0.44327,1.54034,1.13989,1.55067,0.0005744,0.0005744,0.0005744
38,4409.81,1.40883,1.14495,1.42796,0.78393,0.66453,0.74923,0.43679,1.54303,1.14336,1.55357,0.0005348,0.0005348,0.0005348
39,4525.1,1.39601,1.12864,1.41813,0.78546,0.66987,0.74958,0.44674,1.54669,1.14036,1.54869,0.0004952,0.0004952,0.0004952
40,4640.93,1.37945,1.09418,1.41047,0.78469,0.67415,0.75658,0.45189,1.52593,1.09828,1.52998,0.0004556,0.0004556,0.0004556
41,4791.19,1.35692,0.99649,1.40587,0.75746,0.684,0.76159,0.46222,1.4934,1.11929,1.52105,0.000416,0.000416,0.000416
42,4904.68,1.32648,0.96524,1.38561,0.8022,0.68483,0.78021,0.46413,1.50284,1.08159,1.52515,0.0003764,0.0003764,0.0003764
43,5018.71,1.32183,0.95031,1.38147,0.80953,0.67659,0.77795,0.46649,1.49611,1.07343,1.51797,0.0003368,0.0003368,0.0003368
44,5133.08,1.30399,0.92341,1.36991,0.81413,0.69338,0.78025,0.47052,1.5019,1.05747,1.53299,0.0002972,0.0002972,0.0002972
45,5247.01,1.28172,0.9134,1.36209,0.79688,0.70299,0.77771,0.46711,1.49543,1.05136,1.52833,0.0002576,0.0002576,0.0002576
46,5360.62,1.2717,0.89792,1.35272,0.80983,0.69607,0.78121,0.47277,1.48829,1.04888,1.52182,0.000218,0.000218,0.000218
47,5474.01,1.25318,0.87132,1.3345,0.83063,0.6916,0.78824,0.48202,1.46564,1.04287,1.50953,0.0001784,0.0001784,0.0001784
48,5587.78,1.23514,0.86176,1.31795,0.83044,0.67949,0.78887,0.48517,1.46552,1.04239,1.50824,0.0001388,0.0001388,0.0001388
49,5702.13,1.21632,0.8513,1.31657,0.83042,0.69444,0.7928,0.48689,1.45664,1.03151,1.50115,9.92e-05,9.92e-05,9.92e-05
