epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,51.5366,2.13823,2.47263,2.00267,0.09496,0.10577,0.03627,0.01085,2.91632,6.82855,3.25691,0.0701,0.00332222,0.00332222
2,95.4035,2.16859,2.39042,2.07153,0.18525,0.20406,0.13472,0.04975,2.42956,4.68299,2.38609,0.0400341,0.00658967,0.00658967
3,138.243,2.09694,2.25212,1.98722,0.36626,0.3081,0.26386,0.10715,2.23583,2.52133,2.23565,0.00990222,0.00979111,0.00979111
4,181.012,2.02887,2.14832,1.93927,0.30269,0.12927,0.11177,0.04475,2.40854,3.41809,2.49146,0.009703,0.009703,0.009703
5,223.862,1.99268,2.10686,1.903,0.50827,0.35897,0.36644,0.16025,2.10819,2.1867,2.05585,0.009604,0.009604,0.009604
6,266.518,1.92615,1.98648,1.85594,0.27412,0.38568,0.20828,0.08148,2.09618,2.58211,2.05318,0.009505,0.009505,0.009505
7,309.342,1.92964,1.98219,1.87247,0.37833,0.22302,0.19531,0.08813,2.59813,2.73078,2.69589,0.009406,0.009406,0.009406
8,352.024,1.90523,1.92221,1.84754,0.59544,0.41828,0.43969,0.19657,2.01217,2.02244,1.9814,0.009307,0.009307,0.009307
9,394.429,1.88479,1.91688,1.81757,0.58437,0.38889,0.42133,0.18975,2.061,2.1243,2.07223,0.009208,0.009208,0.009208
10,436.511,1.85785,1.87672,1.80813,0.57683,0.36554,0.41108,0.17976,2.03579,2.16943,2.02811,0.009109,0.009109,0.009109
11,478.987,1.86881,1.87872,1.81083,0.54874,0.39105,0.41915,0.19767,1.93602,2.00379,1.96002,0.00901,0.00901,0.00901
12,521.359,1.84511,1.83239,1.80122,0.59422,0.44231,0.48077,0.2412,1.91165,1.94018,1.96175,0.008911,0.008911,0.008911
13,563.616,1.83949,1.84614,1.79409,0.51406,0.45513,0.45778,0.20739,2.00056,1.98719,1.9945,0.008812,0.008812,0.008812
14,605.745,1.84599,1.81209,1.7805,0.50024,0.42415,0.42932,0.21065,1.9329,2.01849,1.92888,0.008713,0.008713,0.008713
15,649.208,1.84292,1.82101,1.80321,0.56799,0.4359,0.45549,0.2115,1.92183,1.97493,1.91042,0.008614,0.008614,0.008614
16,691.843,1.79154,1.76721,1.75426,0.63598,0.48717,0.52531,0.25318,1.87343,1.76868,1.89526,0.008515,0.008515,0.008515
17,734.618,1.78397,1.73735,1.75068,0.55633,0.40598,0.44224,0.22089,1.91896,2.07879,1.96252,0.008416,0.008416,0.008416
18,777.131,1.82445,1.74571,1.77005,0.6058,0.42196,0.45585,0.21714,1.96905,1.98529,2.0379,0.008317,0.008317,0.008317
19,819.456,1.78482,1.71385,1.75419,0.58759,0.49166,0.53887,0.26492,1.88784,1.81267,1.88107,0.008218,0.008218,0.008218
20,861.555,1.79853,1.72661,1.74669,0.58646,0.46581,0.50009,0.24248,1.8934,1.86587,1.89329,0.008119,0.008119,0.008119
21,903.963,1.77387,1.69155,1.72493,0.55256,0.43144,0.45396,0.23094,1.86544,1.90159,1.8764,0.00802,0.00802,0.00802
22,946.093,1.76538,1.6659,1.71505,0.56491,0.51046,0.51405,0.25097,1.88083,1.82501,1.91312,0.007921,0.007921,0.007921
23,988.153,1.74673,1.64486,1.71191,0.61285,0.47115,0.52275,0.25694,1.85899,1.83118,1.8797,0.007822,0.007822,0.007822
24,1030.7,1.76873,1.6709,1.73001,0.60755,0.48611,0.52508,0.25611,1.92953,1.73108,1.9039,0.007723,0.007723,0.007723
25,1072.84,1.76235,1.66266,1.72579,0.62275,0.50107,0.55249,0.26911,1.86362,1.6978,1.84526,0.007624,0.007624,0.007624
26,1114.99,1.74909,1.65428,1.72596,0.64453,0.47329,0.52736,0.24545,1.91576,1.81486,1.90988,0.007525,0.007525,0.007525
27,1157.46,1.74662,1.64077,1.71705,0.61986,0.44946,0.47589,0.22498,1.99292,1.93887,2.01273,0.007426,0.007426,0.007426
28,1199.79,1.73061,1.6205,1.70686,0.61755,0.50321,0.55062,0.27424,1.85041,1.71916,1.84861,0.007327,0.007327,0.007327
29,1242.13,1.73618,1.61815,1.71326,0.66926,0.50155,0.56753,0.28214,1.85417,1.6648,1.89149,0.007228,0.007228,0.007228
30,1284.62,1.74765,1.62197,1.7179,0.64075,0.46368,0.51413,0.26419,1.85763,1.84726,1.89048,0.007129,0.007129,0.007129
31,1326.86,1.73211,1.58641,1.70061,0.6165,0.52898,0.56674,0.28256,1.81867,1.65458,1.81317,0.00703,0.00703,0.00703
32,1369.06,1.7294,1.58161,1.70054,0.58398,0.51282,0.54228,0.27931,1.82836,1.68879,1.82782,0.006931,0.006931,0.006931
33,1411.39,1.69373,1.55324,1.6745,0.65355,0.51603,0.57854,0.30158,1.81789,1.61923,1.83809,0.006832,0.006832,0.006832
34,1453.91,1.71293,1.55468,1.68694,0.63965,0.51709,0.57182,0.29942,1.82317,1.61926,1.83651,0.006733,0.006733,0.006733
35,1496.35,1.69565,1.54609,1.68857,0.6269,0.50982,0.5613,0.28476,1.82945,1.65499,1.83527,0.006634,0.006634,0.006634
36,1538.89,1.69577,1.54153,1.68499,0.60551,0.52671,0.55569,0.29014,1.76908,1.64331,1.80555,0.006535,0.006535,0.006535
37,1581.25,1.70599,1.57776,1.6869,0.67155,0.50641,0.57768,0.30593,1.7797,1.6128,1.82076,0.006436,0.006436,0.006436
38,1623.67,1.68652,1.52607,1.68414,0.69015,0.53205,0.59706,0.31188,1.75182,1.5487,1.7952,0.006337,0.006337,0.006337
39,1666.26,1.68991,1.54294,1.69526,0.64727,0.53205,0.57513,0.2925,1.8424,1.62551,1.84444,0.006238,0.006238,0.006238
40,1708.65,1.68455,1.55194,1.66397,0.6184,0.47115,0.51211,0.2675,1.82992,1.76046,1.84063,0.006139,0.006139,0.006139
41,1751.12,1.66747,1.4989,1.66193,0.60488,0.54915,0.56672,0.29221,1.77889,1.62423,1.8179,0.00604,0.00604,0.00604
42,1795.09,1.68483,1.51136,1.67779,0.67067,0.56786,0.60908,0.32621,1.75841,1.5534,1.78311,0.005941,0.005941,0.005941
43,1837.89,1.67486,1.51711,1.65873,0.67125,0.53739,0.60615,0.32641,1.73007,1.56888,1.74817,0.005842,0.005842,0.005842
44,1880.4,1.63978,1.4889,1.64199,0.68408,0.55291,0.59702,0.30846,1.82418,1.59512,1.84599,0.005743,0.005743,0.005743
45,1923.31,1.64212,1.47371,1.64477,0.69054,0.52211,0.59943,0.3215,1.72458,1.53926,1.75621,0.005644,0.005644,0.005644
46,1965.69,1.63524,1.45424,1.64296,0.62689,0.56904,0.60672,0.31425,1.77066,1.56336,1.78241,0.005545,0.005545,0.005545
47,2008.16,1.66498,1.49787,1.66576,0.64184,0.56671,0.60312,0.29753,1.77942,1.61453,1.82304,0.005446,0.005446,0.005446
48,2050.88,1.63689,1.44774,1.63976,0.66166,0.55367,0.6151,0.3269,1.76729,1.52167,1.77468,0.005347,0.005347,0.005347
